"ГАЗ ГАЗель 2747, 2007",2.5,MT,140 л.с.,299 999 ,₽,2020-07-23 09:59:00,https://www.avito.ru/ufa/avtomobili/gaz_gazel_2747_2007_1971416989
"Chevrolet Cruze, 2014",1.6,MT,109 л.с.,500 000 ,₽,2020-07-23 09:30:00,https://www.avito.ru/ufa/avtomobili/chevrolet_cruze_2014_1889169542
"LADA Granta, 2017",1.6,MT,87 л.с.,380 000 ,₽,2020-07-23 02:46:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2017_1940136238
"LADA Kalina, 2015",1.6,MT,87 л.с.,315 000 ,₽,2020-07-22 23:15:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2015_1865075333
"LADA Priora, 2008",1.6,MT,98 л.с.,190 000 ,₽,2020-07-22 23:10:00,https://www.avito.ru/ufa/avtomobili/lada_priora_2008_1862272857
"LADA Kalina, 2011",1.6,MT,84 л.с.,200 000 ,₽,2020-07-22 23:04:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2011_1955789768
"ГАЗ ГАЗель 3302, 2014",2.9,MT,107 л.с.,397 000 ,₽,2020-07-22 22:43:00,https://www.avito.ru/ufa/avtomobili/gaz_gazel_3302_2014_1963078296
"ВАЗ 2107, 2005",1.6,MT,75 л.с.,75 000 ,₽,2020-07-22 22:40:00,https://www.avito.ru/ufa/avtomobili/vaz_2107_2005_1961978326
"ГАЗ Соболь 2752, 2014",2.9,MT,107 л.с.,500 000 ,₽,2020-07-22 22:31:00,https://www.avito.ru/ufa/avtomobili/gaz_sobol_2752_2014_1959719008
"ВАЗ 2114 Samara, 2009",1.6,MT,81 л.с.,80 000 ,₽,2020-07-22 21:09:00,https://www.avito.ru/chishmy/avtomobili/vaz_2114_samara_2009_1963401613
"ВАЗ 2114 Samara, 2013",1.6,MT,82 л.с.,169 999 ,₽,2020-07-22 19:55:00,https://www.avito.ru/ufa/avtomobili/vaz_2114_samara_2013_1928628419
"LADA Granta, 2017",1.6,MT,87 л.с.,323 000 ,₽,2020-07-22 19:26:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2017_1967645300
"Datsun on-DO, 2014",1.6,AT,87 л.с.,310 000 ,₽,2020-07-22 19:14:00,https://www.avito.ru/asha/avtomobili/datsun_on-do_2014_1968824691
"LADA Granta, 2017",1.6,MT,87 л.с.,323 000 ,₽,2020-07-22 18:29:00,https://www.avito.ru/karmaskaly/avtomobili/lada_granta_2017_1975601136
"LADA Granta, 2013",1.6,AT,98 л.с.,319 000 ,₽,2020-07-22 18:23:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2013_1980499285
"LADA Priora, 2017",1.6,MT,87 л.с.,350 000 ,₽,2020-07-22 18:22:00,https://www.avito.ru/ufa/avtomobili/lada_priora_2017_1955781248
"LADA Granta, 2018",1.6,MT,87 л.с.,398 000 ,₽,2020-07-22 18:11:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2018_1924180382
"Renault Logan, 2016",1.6,MT,113 л.с.,412 000 ,₽,2020-07-22 17:59:00,https://www.avito.ru/ufa/avtomobili/renault_logan_2016_1978436302
"LADA Granta, 2018",1.6,MT,87 л.с.,350 000 ,₽,2020-07-22 17:17:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2018_1934132147
"ИЖ 2717, 2010",1.7,MT,85 л.с.,110 000 ,₽,2020-07-22 17:05:00,https://www.avito.ru/ufa/avtomobili/izh_2717_2010_1965534131
"LADA Granta, 2015",1.6,MT,82 л.с.,255 000 ,₽,2020-07-22 17:05:00,https://www.avito.ru/chishmy/avtomobili/lada_granta_2015_1970924747
"LADA Granta, 2012",1.6,MT,98 л.с.,250 000 ,₽,2020-07-22 16:26:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2012_1975192824
"LADA Granta, 2016",1.6,MT,87 л.с.,290 000 ,₽,2020-07-22 16:19:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2016_1948866648
"LADA Granta, 2014",1.6,MT,87 л.с.,250 000 ,₽,2020-07-22 15:52:00,https://www.avito.ru/bashkortostan_blagoveschensk/avtomobili/lada_granta_2014_1976306201
"LADA 4x4 (Нива), 2018",1.7,MT,83 л.с.,470 000 ,₽,2020-07-22 14:58:00,https://www.avito.ru/ufa/avtomobili/lada_4x4_niva_2018_1945510059
"LADA XRAY, 2016",1.6,MT,106 л.с.,489 000 ,₽,2020-07-22 13:16:00,https://www.avito.ru/ufa/avtomobili/lada_xray_2016_1980229066
"Volkswagen Polo, 2012",1.6,MT,105 л.с.,390 000 ,₽,2020-07-22 13:02:00,https://www.avito.ru/ufa/avtomobili/volkswagen_polo_2012_1968019875
"Peugeot 408, 2013",1.6,MT,110 л.с.,395 000 ,₽,2020-07-22 13:00:00,https://www.avito.ru/ufa/avtomobili/peugeot_408_2013_1888906076
"Chevrolet Niva, 2015",1.7,MT,80 л.с.,380 000 ,₽,2020-07-22 12:22:00,https://www.avito.ru/kushnarenkovo/avtomobili/chevrolet_niva_2015_1365275265
"Chevrolet Niva, 2013",1.7,MT,80 л.с.,265 000 ,₽,2020-07-22 12:22:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2013_1975942922
"Datsun on-DO, 2019",1.6,MT,87 л.с.,445 000 ,₽,2020-07-22 10:27:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2019_1965314105
"Derways Aurora, 2008",2.4,MT,126 л.с.,349 000 ,₽,2020-07-22 10:23:00,https://www.avito.ru/ufa/avtomobili/derways_aurora_2008_1962421043
"LADA Kalina, 2017",1.6,MT,87 л.с.,349 999 ,₽,2020-07-22 10:14:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2017_1981179829
"LADA Granta, 2017",1.6,MT,87 л.с.,329 000 ,₽,2020-07-22 08:14:00,https://www.avito.ru/birsk/avtomobili/lada_granta_2017_1980202610
"LADA Granta, 2013",1.6,MT,87 л.с.,265 000 ,₽,2020-07-21 23:27:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2013_1956778041
"LIFAN Solano, 2013",1.6,MT,106 л.с.,260 000 ,₽,2020-07-21 22:11:00,https://www.avito.ru/birsk/avtomobili/lifan_solano_2013_1836820723
"LADA 4x4 (Нива), 2018",1.7,MT,83 л.с.,435 000 ,₽,2020-07-21 21:55:00,https://www.avito.ru/ufa/avtomobili/lada_4x4_niva_2018_1921416466
"LADA Vesta, 2016",1.6,MT,106 л.с.,363 000 ,₽,2020-07-21 21:14:00,https://www.avito.ru/tolbazy/avtomobili/lada_vesta_2016_1953834226
"LADA Vesta, 2016",1.6,MT,106 л.с.,495 000 ,₽,2020-07-21 20:53:00,https://www.avito.ru/ufa/avtomobili/lada_vesta_2016_1970668265
"Datsun on-DO, 2014",1.6,MT,87 л.с.,289 000 ,₽,2020-07-21 18:53:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2014_1892655121
"LADA Granta, 2014",1.6,MT,87 л.с.,300 000 ,₽,2020-07-21 18:50:00,https://www.avito.ru/kushnarenkovo/avtomobili/lada_granta_2014_1974936570
"ВАЗ 2107, 2011",1.6,MT,74 л.с.,67 000 ,₽,2020-07-21 18:40:00,https://www.avito.ru/ufa/avtomobili/vaz_2107_2011_1920756069
"LADA Granta, 2018",1.6,MT,87 л.с.,450 000 ,₽,2020-07-21 18:24:00,https://www.avito.ru/bashkortostan_blagoveschensk/avtomobili/lada_granta_2018_1956569524
"LIFAN Breez (520), 2008",1.6,MT,106 л.с.,275 000 ,₽,2020-07-21 18:13:00,https://www.avito.ru/ufa/avtomobili/lifan_breez_520_2008_1906251580
"LADA Kalina, 2013",1.6,AT,98 л.с.,322 000 ,₽,2020-07-21 18:12:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2013_1976349586
"ВАЗ 2107, 2006",1.6,MT,74 л.с.,69 000 ,₽,2020-07-21 17:43:00,https://www.avito.ru/ufa/avtomobili/vaz_2107_2006_1947170938
"LADA Kalina, 2016",1.6,MT,87 л.с.,330 000 ,₽,2020-07-21 17:37:00,https://www.avito.ru/bashkortostan_yazykovo/avtomobili/lada_kalina_2016_1972770144
"Chevrolet Niva, 2015",1.7,MT,80 л.с.,455 000 ,₽,2020-07-21 16:32:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2015_1964046788
"Nissan Almera, 2013",1.6,AT,102 л.с.,465 000 ,₽,2020-07-21 16:31:00,https://www.avito.ru/kushnarenkovo/avtomobili/nissan_almera_2013_1948013748
"Datsun mi-DO, 2017",1.6,MT,87 л.с.,415 000 ,₽,2020-07-21 16:08:00,https://www.avito.ru/ufa/avtomobili/datsun_mi-do_2017_1953629351
"Datsun mi-DO, 2017",1.6,MT,87 л.с.,415 000 ,₽,2020-07-21 16:08:00,https://www.avito.ru/ufa/avtomobili/datsun_mi-do_2017_1953629351
"Ford Focus, 2012",1.6,MT,105 л.с.,450 000 ,₽,2020-07-21 15:58:00,https://www.avito.ru/ufa/avtomobili/ford_focus_2012_1952101340
"LADA Largus, 2013",1.6,MT,105 л.с.,420 000 ,₽,2020-07-21 14:45:00,https://www.avito.ru/ufa/avtomobili/lada_largus_2013_1977340482
"LADA Granta, 2019",1.6,MT,87 л.с.,365 000 ,₽,2020-07-21 14:04:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2019_1898864682
"Chevrolet Cruze, 2013",1.8,MT,141 л.с.,478 000 ,₽,2020-07-21 13:58:00,https://www.avito.ru/ufa/avtomobili/chevrolet_cruze_2013_1906968920
"Renault Logan, 2015",1.6,MT,82 л.с.,352 000 ,₽,2020-07-21 13:58:00,https://www.avito.ru/ufa/avtomobili/renault_logan_2015_1962263703
"Chery Tiggo (T11), 2015",1.6,MT,126 л.с.,398 000 ,₽,2020-07-21 13:52:00,https://www.avito.ru/ufa/avtomobili/chery_tiggo_t11_2015_1939568266
"Chevrolet Niva, 2008",1.7,MT,80 л.с.,230 000 ,₽,2020-07-21 13:51:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2008_1899209378
"Hyundai Solaris, 2014",1.6,MT,123 л.с.,490 000 ,₽,2020-07-21 12:16:00,https://www.avito.ru/ufa/avtomobili/hyundai_solaris_2014_1975989604
"Geely Emgrand EC7, 2012",1.8,MT,126 л.с.,300 000 ,₽,2020-07-21 11:43:00,https://www.avito.ru/ufa/avtomobili/geely_emgrand_ec7_2012_1959734465
"LADA Granta, 2012",1.6,MT,98 л.с.,238 000 ,₽,2020-07-21 11:36:00,https://www.avito.ru/avdon/avtomobili/lada_granta_2012_1977550588
"Datsun on-DO, 2016",1.6,MT,87 л.с.,347 000 ,₽,2020-07-21 11:32:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2016_1980960882
"LADA Priora, 2013",1.6,MT,98 л.с.,249 000 ,₽,2020-07-21 11:20:00,https://www.avito.ru/ufa/avtomobili/lada_priora_2013_1971635822
"LADA Granta, 2016",1.6,AMT,106 л.с.,370 000 ,₽,2020-07-21 11:16:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2016_1920294218
"Chevrolet Niva, 2015",1.7,MT,80 л.с.,429 000 ,₽,2020-07-21 11:12:00,https://www.avito.ru/birsk/avtomobili/chevrolet_niva_2015_1921931084
"LADA Granta, 2017",1.6,AT,98 л.с.,417 000 ,₽,2020-07-21 09:58:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2017_1965932859
"LADA Granta, 2016",1.6,MT,87 л.с.,400 000 ,₽,2020-07-21 08:59:00,https://www.avito.ru/iglino/avtomobili/lada_granta_2016_1975077621
"LIFAN X60, 2015",1.8,MT,128 л.с.,437 000 ,₽,2020-07-20 23:48:00,https://www.avito.ru/birsk/avtomobili/lifan_x60_2015_1970041430
"Ford Transit, 2007",2.4,MT,115 л.с.,210 000 ,₽,2020-07-20 23:42:00,https://www.avito.ru/ufa/avtomobili/ford_transit_2007_1826545697
"FAW Besturn B50, 2013",1.6,MT,103 л.с.,350 000 ,₽,2020-07-20 22:16:00,https://www.avito.ru/chishmy/avtomobili/faw_besturn_b50_2013_1901230543
"LADA Granta, 2017",1.6,MT,87 л.с.,325 000 ,₽,2020-07-20 20:38:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2017_1980202561
"LADA 4x4 (Нива), 2011",1.7,MT,82 л.с.,215 000 ,₽,2020-07-20 19:49:00,https://www.avito.ru/ufa/avtomobili/lada_4x4_niva_2011_1962441726
"LADA Granta, 2019",1.6,MT,87 л.с.,409 000 ,₽,2020-07-20 19:36:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2019_1960722627
"LADA 4x4 (Нива), 2014",1.7,MT,83 л.с.,273 000 ,₽,2020-07-20 19:04:00,https://www.avito.ru/ufa/avtomobili/lada_4x4_niva_2014_1963480888
"Renault Sandero, 2015",1.6,MT,82 л.с.,463 000 ,₽,2020-07-20 18:53:00,https://www.avito.ru/ufa/avtomobili/renault_sandero_2015_1924603772
"LADA Vesta, 2016",1.6,MT,106 л.с.,465 000 ,₽,2020-07-20 18:47:00,https://www.avito.ru/ufa/avtomobili/lada_vesta_2016_1923422829
"Geely Emgrand EC7, 2012",1.8,MT,126 л.с.,275 000 ,₽,2020-07-20 18:32:00,https://www.avito.ru/ufa/avtomobili/geely_emgrand_ec7_2012_1967709439
"LADA Granta, 2017",1.6,MT,87 л.с.,387 000 ,₽,2020-07-20 18:17:00,https://www.avito.ru/ulukulevo/avtomobili/lada_granta_2017_1918216284
"LADA Granta, 2018",1.6,MT,87 л.с.,395 000 ,₽,2020-07-20 16:57:00,https://www.avito.ru/bashkortostan_mishkino/avtomobili/lada_granta_2018_1970777826
"LADA 4x4 (Нива), 2013",1.7,MT,83 л.с.,385 000 ,₽,2020-07-20 16:17:00,https://www.avito.ru/ufa/avtomobili/lada_4x4_niva_2013_1977206697
"Chevrolet Niva, 2015",1.7,MT,80 л.с.,440 000 ,₽,2020-07-20 16:04:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2015_1955959246
"Datsun on-DO, 2015",1.6,MT,87 л.с.,320 000 ,₽,2020-07-20 15:35:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2015_1943860448
"LADA Kalina, 2006",1.6,MT,81 л.с.,135 000 ,₽,2020-07-20 15:25:00,https://www.avito.ru/birsk/avtomobili/lada_kalina_2006_1974125636
"Nissan Qashqai, 2007",1.6,MT,114 л.с.,475 000 ,₽,2020-07-20 14:51:00,https://www.avito.ru/ufa/avtomobili/nissan_qashqai_2007_1959750165
"LADA Granta, 2019",1.6,MT,87 л.с.,450 000 ,₽,2020-07-20 14:44:00,https://www.avito.ru/birsk/avtomobili/lada_granta_2019_1959364181
"LADA Granta, 2018",1.6,MT,87 л.с.,315 000 ,₽,2020-07-20 13:34:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2018_1888041748
"LADA 4x4 (Нива), 2018",1.7,MT,83 л.с.,485 000 ,₽,2020-07-20 13:24:00,https://www.avito.ru/buzdyak/avtomobili/lada_4x4_niva_2018_1961084683
"Renault Duster, 2013",1.6,MT,102 л.с.,488 000 ,₽,2020-07-20 13:13:00,https://www.avito.ru/ufa/avtomobili/renault_duster_2013_1959584437
"LADA Largus, 2017",1.6,MT,87 л.с.,460 000 ,₽,2020-07-20 12:52:00,https://www.avito.ru/ufa/avtomobili/lada_largus_2017_1888955349
"Chevrolet Cruze, 2014",1.6,MT,109 л.с.,415 000 ,₽,2020-07-20 12:34:00,https://www.avito.ru/ufa/avtomobili/chevrolet_cruze_2014_1850282781
"LADA Largus, 2016",1.6,MT,87 л.с.,360 000 ,₽,2020-07-20 12:14:00,https://www.avito.ru/ufa/avtomobili/lada_largus_2016_1941938960
"ВАЗ 2114 Samara, 2013",1.6,MT,81 л.с.,150 000 ,₽,2020-07-20 11:34:00,https://www.avito.ru/ufa/avtomobili/vaz_2114_samara_2013_1826762344
"Hyundai Solaris, 2015",1.6,MT,123 л.с.,480 000 ,₽,2020-07-20 10:55:00,https://www.avito.ru/ufa/avtomobili/hyundai_solaris_2015_1976020785
"Datsun on-DO, 2016",1.6,MT,87 л.с.,365 000 ,₽,2020-07-20 10:05:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2016_1923722785
"LADA 4x4 (Нива), 2017",1.7,MT,83 л.с.,400 000 ,₽,2020-07-20 09:36:00,https://www.avito.ru/birsk/avtomobili/lada_4x4_niva_2017_1924376662
"Nissan Almera, 2015",1.6,MT,102 л.с.,445 000 ,₽,2020-07-20 07:26:00,https://www.avito.ru/ufa/avtomobili/nissan_almera_2015_1918545418
"LADA Granta, 2016",1.6,MT,87 л.с.,305 000 ,₽,2020-07-19 22:35:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2016_1855510351
"Opel Astra GTC, 2008",1.6,AMT,115 л.с.,374 000 ,₽,2020-07-19 22:16:00,https://www.avito.ru/ufa/avtomobili/opel_astra_gtc_2008_1939762780
"ВАЗ 2107, 2008",1.6,MT,74 л.с.,68 000 ,₽,2020-07-19 19:19:00,https://www.avito.ru/birsk/avtomobili/vaz_2107_2008_1942399330
"Chevrolet Niva, 2011",1.7,MT,80 л.с.,390 000 ,₽,2020-07-19 19:10:00,https://www.avito.ru/bashkortostan_mihaylovka/avtomobili/chevrolet_niva_2011_1967887565
"Chevrolet Niva, 2016",1.7,MT,80 л.с.,485 000 ,₽,2020-07-19 18:44:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2016_1963821032
"LADA 4x4 (Нива), 2015",1.7,MT,83 л.с.,300 000 ,₽,2020-07-19 18:28:00,https://www.avito.ru/ufa/avtomobili/lada_4x4_niva_2015_1971958999
"Peugeot 408, 2014",1.6,MT,114 л.с.,359 000 ,₽,2020-07-19 18:22:00,https://www.avito.ru/chishmy/avtomobili/peugeot_408_2014_1978646574
"УАЗ 3962, 2007",2.9,MT,98 л.с.,190 000 ,₽,2020-07-19 12:46:00,https://www.avito.ru/ufa/avtomobili/uaz_3962_2007_1959557512
"LIFAN Solano, 2013",1.6,MT,106 л.с.,250 000 ,₽,2020-07-19 12:45:00,https://www.avito.ru/ufa/avtomobili/lifan_solano_2013_1867415593
"LADA Priora, 2014",1.6,MT,98 л.с.,325 000 ,₽,2020-07-19 12:10:00,https://www.avito.ru/ufa/avtomobili/lada_priora_2014_1961523383
"LADA 4x4 (Нива), 2017",1.7,MT,83 л.с.,400 000 ,₽,2020-07-18 22:07:00,https://www.avito.ru/birsk/avtomobili/lada_4x4_niva_2017_1904602331
"ВАЗ 2111, 2012",1.6,MT,81 л.с.,179 000 ,₽,2020-07-18 20:13:00,https://www.avito.ru/ufa/avtomobili/vaz_2111_2012_1974938083
"ВАЗ 2114 Samara, 2012",1.6,MT,82 л.с.,143 000 ,₽,2020-07-18 19:27:00,https://www.avito.ru/ufa/avtomobili/vaz_2114_samara_2012_1978900206
"Renault Logan, 2014",1.6,MT,82 л.с.,420 000 ,₽,2020-07-18 17:24:00,https://www.avito.ru/ufa/avtomobili/renault_logan_2014_1959532708
"Chevrolet Niva, 2013",1.7,MT,80 л.с.,380 000 ,₽,2020-07-18 17:17:00,https://www.avito.ru/birsk/avtomobili/chevrolet_niva_2013_1783549000
"Chevrolet Niva, 2010",1.7,MT,80 л.с.,320 000 ,₽,2020-07-18 17:00:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2010_1953480835
"Chery Tiggo (T11), 2012",2.0,MT,136 л.с.,350 000 ,₽,2020-07-18 17:00:00,https://www.avito.ru/ufa/avtomobili/chery_tiggo_t11_2012_1968993979
"LADA Granta, 2013",1.6,AT,98 л.с.,295 000 ,₽,2020-07-18 16:22:00,https://www.avito.ru/davlekanovo/avtomobili/lada_granta_2013_1962165340
"Peugeot 408, 2016",1.6,MT,115 л.с.,315 000 ,₽,2020-07-18 14:48:00,https://www.avito.ru/bashkortostan_dmitrievka/avtomobili/peugeot_408_2016_1965792213
"Chevrolet Niva, 2013",1.7,MT,80 л.с.,360 000 ,₽,2020-07-18 11:52:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2013_1980219536
"LADA Granta, 2016",1.6,MT,87 л.с.,270 000 ,₽,2020-07-18 11:18:00,https://www.avito.ru/kushnarenkovo/avtomobili/lada_granta_2016_1951676060
"LADA Granta, 2016",1.6,MT,106 л.с.,360 000 ,₽,2020-07-18 08:03:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2016_1890717842
"LADA Kalina, 2014",1.6,MT,87 л.с.,275 000 ,₽,2020-07-18 06:16:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2014_1967519572
"LADA Priora, 2016",1.6,MT,106 л.с.,450 000 ,₽,2020-07-18 05:00:00,https://www.avito.ru/ufa/avtomobili/lada_priora_2016_1879749952
"Datsun on-DO, 2014",1.6,MT,87 л.с.,287 000 ,₽,2020-07-17 22:23:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2014_1956154523
"Chevrolet Cruze, 2013",1.6,MT,109 л.с.,445 000 ,₽,2020-07-17 21:28:00,https://www.avito.ru/ufa/avtomobili/chevrolet_cruze_2013_1955972752
"Hyundai Solaris, 2014",1.6,MT,123 л.с.,499 000 ,₽,2020-07-17 20:11:00,https://www.avito.ru/birsk/avtomobili/hyundai_solaris_2014_1919949165
"LADA 4x4 (Нива), 2015",1.7,MT,83 л.с.,320 000 ,₽,2020-07-17 18:15:00,https://www.avito.ru/iglino/avtomobili/lada_4x4_niva_2015_1942461171
"LIFAN Solano, 2013",1.6,MT,106 л.с.,248 000 ,₽,2020-07-17 17:27:00,https://www.avito.ru/raevskiy/avtomobili/lifan_solano_2013_1959758710
"Renault Logan, 2014",1.6,MT,82 л.с.,399 000 ,₽,2020-07-17 15:29:00,https://www.avito.ru/ufa/avtomobili/renault_logan_2014_1961361553
"LADA 4x4 (Нива), 2017",1.7,MT,83 л.с.,490 000 ,₽,2020-07-17 14:26:00,https://www.avito.ru/ufa/avtomobili/lada_4x4_niva_2017_1954355876
"LADA Granta, 2015",1.6,AMT,106 л.с.,290 000 ,₽,2020-07-17 13:39:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2015_1958248762
"ВАЗ 2114 Samara, 2013",1.6,MT,90 л.с.,185 000 ,₽,2020-07-17 12:56:00,https://www.avito.ru/kushnarenkovo/avtomobili/vaz_2114_samara_2013_1966154883
"LADA Granta, 2019",1.6,MT,87 л.с.,480 000 ,₽,2020-07-17 12:15:00,https://www.avito.ru/ufa/avtomobili/lada_granta_2019_1970650327
"LADA Priora, 2017",1.6,MT,87 л.с.,347 000 ,₽,2020-07-17 11:51:00,https://www.avito.ru/ufa/avtomobili/lada_priora_2017_1960330896
"LADA Kalina, 2013",1.6,MT,81 л.с.,300 000 ,₽,2020-07-17 11:43:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2013_1960034588
"Chevrolet Niva, 2008",1.7,MT,80 л.с.,210 000 ,₽,2020-07-17 10:44:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2008_1956004526
"Datsun on-DO, 2014",1.6,MT,87 л.с.,330 000 ,₽,2020-07-17 10:15:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2014_1926799023
"Chevrolet Aveo, 2012",1.6,AT,115 л.с.,420 000 ,₽,2020-07-17 09:59:00,https://www.avito.ru/ufa/avtomobili/chevrolet_aveo_2012_1962663750
"Citroen C4, 2011",1.6,MT,120 л.с.,399 000 ,₽,2020-07-17 09:01:00,https://www.avito.ru/ufa/avtomobili/citroen_c4_2011_1794153309
"Nissan Almera, 2013",1.6,MT,102 л.с.,430 000 ,₽,2020-07-17 01:49:00,https://www.avito.ru/ufa/avtomobili/nissan_almera_2013_1905734159
"LADA Granta, 2018",1.6,MT,87 л.с.,423 000 ,₽,2020-07-16 23:08:00,https://www.avito.ru/bashkortostan_arhangelskoe/avtomobili/lada_granta_2018_1980480010
"LADA Vesta, 2017",1.8,AMT,122 л.с.,500 000 ,₽,2020-07-16 22:45:00,https://www.avito.ru/ufa/avtomobili/lada_vesta_2017_1936300341
"Chevrolet Niva, 2017",1.7,MT,80 л.с.,429 000 ,₽,2020-07-16 22:10:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2017_1859263019
"Renault Logan, 2016",1.6,MT,82 л.с.,415 000 ,₽,2020-07-16 22:04:00,https://www.avito.ru/ufa/avtomobili/renault_logan_2016_1975665447
"FAW Besturn B50, 2012",1.6,AT,103 л.с.,310 000 ,₽,2020-07-16 20:41:00,https://www.avito.ru/ufa/avtomobili/faw_besturn_b50_2012_1964480681
"LADA Kalina, 2013",1.6,AT,98 л.с.,335 000 ,₽,2020-07-16 20:12:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2013_1967612087
"LADA 4x4 (Нива), 2012",1.7,MT,83 л.с.,275 000 ,₽,2020-07-16 20:06:00,https://www.avito.ru/bashkortostan_mihaylovka/avtomobili/lada_4x4_niva_2012_1922193492
"LADA Granta, 2012",1.6,MT,87 л.с.,289 000 ,₽,2020-07-16 19:13:00,https://www.avito.ru/asha/avtomobili/lada_granta_2012_1977832865
"Daewoo Nexia, 2013",1.6,MT,109 л.с.,205 000 ,₽,2020-07-16 18:11:00,https://www.avito.ru/ufa/avtomobili/daewoo_nexia_2013_1768323339
"LADA Kalina, 2015",1.6,MT,87 л.с.,320 000 ,₽,2020-07-16 17:11:00,https://www.avito.ru/ufa/avtomobili/lada_kalina_2015_914500313
"УАЗ Patriot, 2014",2.7,MT,128 л.с.,445 000 ,₽,2020-07-16 16:47:00,https://www.avito.ru/ufa/avtomobili/uaz_patriot_2014_1931448118
"Chevrolet Niva, 2016",1.7,MT,80 л.с.,445 000 ,₽,2020-07-16 14:00:00,https://www.avito.ru/ufa/avtomobili/chevrolet_niva_2016_1800699103
"Datsun on-DO, 2017",1.6,MT,87 л.с.,350 000 ,₽,2020-07-16 13:12:00,https://www.avito.ru/ufa/avtomobili/datsun_on-do_2017_1954618572
"ВАЗ 2107, 2009",1.6,MT,73 л.с.,69 500 ,₽,2020-07-16 13:07:00,https://www.avito.ru/ufa/avtomobili/vaz_2107_2009_1923693188
